840;280;Postpago;9600;347;12;1;95;10/06/2002 15:23
843;281;Prepago;9600;134;1;1;133;18/11/2001 21:41
846;282;Postpago;9700;7;16;5;83;12/03/2006 08:38
849;283;Prepago;9700;140;1;1;65;23/05/2009 09:22
852;284;Prepago;9700;170;1;1;121;12/02/2007 18:27
855;285;Postpago;9800;7;17;8;6;12/03/2006 08:38
858;286;Postpago;9800;419;6;1;23;14/02/2001 15:33
861;287;Prepago;9800;235;1;1;56;10/02/2004 15:11
864;288;Prepago;9800;115;1;1;164;23/04/2003 14:38
867;289;Postpago;9900;7;18;9;145;12/03/2006 08:38
870;290;Postpago;9900;394;8;1;35;11/06/2004 10:06
873;291;Prepago;9900;226;1;1;93;02/08/2005 19:55
876;292;Postpago;9900;282;6;4;92;10/04/2002 07:36
879;293;Prepago;10000;495;1;1;55;10/04/2008 11:00
882;294;Postpago;10000;324;8;1;66;10/12/2007 19:39
885;295;Postpago;3801;126;11;9;181;18/01/2006 18:32
888;296;Prepago;785;220;1;1;128;05/04/2007 17:24
891;297;Prepago;8918;286;1;1;121;24/11/2008 19:09
894;298;Prepago;8156;357;1;1;38;19/04/2008 13:04
897;299;Prepago;322;457;1;1;55;22/11/2009 20:22
900;300;Prepago;460;294;1;1;121;08/01/2002 16:43
903;301;Postpago;1936;6;5;1;95;14/12/2003 17:52
906;302;Prepago;2096;129;1;1;100;21/01/2008 12:45
909;303;Prepago;6811;483;1;1;37;31/01/2009 19:46
912;304;Prepago;4480;143;1;1;126;04/05/2008 16:51
915;305;Prepago;191;335;1;1;45;26/11/2003 19:58
918;306;Postpago;1582;223;14;1;96;05/07/2006 18:53
921;307;Postpago;2542;50;6;1;91;26/08/2008 11:00
924;308;Prepago;776;341;1;1;110;13/04/2005 16:49
927;309;Postpago;3987;147;11;3;167;21/01/2003 07:48
930;310;Postpago;1565;427;3;1;110;31/01/2006 14:54
933;311;Postpago;5902;278;9;3;142;17/04/2003 19:23
936;312;Prepago;3529;456;1;1;34;28/06/2001 17:26
939;313;Prepago;5042;94;1;1;77;29/06/2003 11:38
942;314;Prepago;8466;453;1;1;102;14/07/2005 19:26
945;315;Prepago;6538;264;1;1;98;14/07/2007 18:28
948;316;Prepago;9254;293;1;1;131;18/12/2003 20:28
951;317;Postpago;2733;115;14;1;30;24/11/2009 09:19
954;318;Postpago;5832;325;2;1;78;21/12/2009 13:51
957;319;Prepago;362;208;1;1;111;08/03/2003 17:32
960;320;Prepago;3518;83;1;1;9;19/12/2001 08:35
963;321;Prepago;2626;173;1;1;90;26/01/2001 15:20
966;322;Prepago;1308;486;1;1;177;13/11/2002 10:42
969;323;Prepago;9343;34;1;1;191;23/12/2005 10:43
972;324;Postpago;9229;119;11;5;35;31/05/2001 19:47
975;325;Prepago;9896;171;1;1;55;16/01/2007 16:41
978;326;Prepago;6722;8;1;1;92;14/07/2002 20:40
981;327;Postpago;3847;409;13;8;136;10/10/2006 18:53
984;328;Prepago;8108;299;1;1;102;28/06/2003 20:03
987;329;Prepago;4629;384;1;1;173;09/08/2004 14:56
990;330;Prepago;1622;244;1;1;161;14/03/2001 13:36
993;331;Prepago;9095;180;1;1;30;30/03/2005 10:34
996;332;Prepago;4219;283;1;1;6;28/09/2008 13:48
999;333;Postpago;6007;181;11;1;117;05/02/2001 07:55
1002;334;Prepago;7029;414;1;1;26;15/01/2003 08:03
1005;335;Prepago;8274;264;1;1;149;24/09/2003 13:34
1008;336;Prepago;6735;245;1;1;12;18/03/2009 14:38
1011;337;Prepago;2506;186;1;1;98;01/08/2001 14:29
1014;338;Prepago;5091;78;1;1;181;15/01/2002 21:45
1017;339;Postpago;1657;344;2;3;110;28/02/2005 18:24
1020;340;Prepago;4405;34;1;1;103;04/04/2005 07:14
1023;341;Prepago;6545;187;1;1;133;13/04/2006 15:08
1026;342;Postpago;210;151;4;1;57;03/09/2003 16:14
1029;343;Postpago;9527;481;2;1;135;01/12/2001 12:50
1032;344;Prepago;7001;12;1;1;115;22/03/2008 14:00
1035;345;Prepago;1263;91;1;1;189;30/05/2005 14:38
1038;346;Prepago;5509;472;1;1;65;02/11/2006 12:25
1041;347;Prepago;71;299;1;1;109;14/06/2004 12:39
1044;348;Prepago;7694;7;1;1;185;07/12/2002 18:26
1047;349;Postpago;7165;463;5;1;116;15/09/2002 08:12
1050;350;Prepago;9224;366;1;1;111;21/02/2002 16:51
1053;351;Postpago;9823;416;6;1;157;21/07/2002 21:29
1056;352;Postpago;7389;418;9;1;12;12/02/2008 09:57
1059;353;Postpago;7692;341;10;1;88;21/05/2002 16:21
1062;354;Prepago;6487;371;1;1;60;31/10/2009 21:23
1065;355;Prepago;2471;260;1;1;176;28/07/2006 09:23
1068;356;Prepago;7328;363;1;1;135;13/08/2005 19:53
1071;357;Prepago;2721;72;1;1;35;25/03/2002 09:52
1074;358;Prepago;7995;230;1;1;125;12/11/2008 16:44
1077;359;Prepago;6266;82;1;1;178;22/04/2005 14:44
1080;360;Prepago;8020;100;1;1;37;23/06/2008 17:06
1083;361;Prepago;5679;497;1;1;38;28/04/2006 12:39
1086;362;Prepago;6198;95;1;1;39;11/11/2007 20:13
1089;363;Prepago;7668;273;1;1;167;09/01/2001 20:02
1092;364;Postpago;865;294;12;9;38;09/03/2003 07:57
1095;365;Prepago;2789;494;1;1;30;12/01/2001 09:46
1098;366;Prepago;312;223;1;1;63;10/09/2008 14:41
1101;367;Postpago;6052;302;5;1;56;11/08/2006 17:54
1104;368;Prepago;6756;251;1;1;88;01/06/2009 17:14
1107;369;Prepago;5435;361;1;1;30;27/03/2008 10:03
1110;370;Prepago;3800;419;1;1;161;23/07/2007 11:12
1113;371;Postpago;1393;242;9;1;181;04/01/2007 18:25
1116;372;Prepago;940;345;1;1;104;11/09/2003 15:51
1119;373;Postpago;8927;88;7;1;177;13/12/2004 19:38
1122;374;Prepago;2154;22;1;1;160;29/11/2001 17:36
1125;375;Prepago;4034;460;1;1;109;20/11/2004 16:05
1128;376;Prepago;5052;499;1;1;89;24/11/2009 18:16
1131;377;Postpago;2459;14;8;4;58;13/02/2009 19:35
1134;378;Prepago;9766;225;1;1;58;24/06/2002 18:22
1137;379;Postpago;5039;320;14;1;92;16/09/2001 13:43
1140;380;Prepago;8015;243;1;1;59;06/01/2008 08:43
1143;381;Prepago;1655;107;1;1;62;15/08/2001 17:14
1146;382;Prepago;8235;76;1;1;156;29/01/2004 16:14
1149;383;Prepago;9542;362;1;1;99;19/03/2006 08:50
1152;384;Prepago;2351;72;1;1;52;25/05/2003 13:24
1155;385;Prepago;9309;338;1;1;58;11/08/2006 13:21
1158;386;Prepago;7895;60;1;1;59;14/07/2005 18:57
1161;387;Prepago;6919;203;1;1;183;21/05/2003 11:09
1164;388;Prepago;210;87;1;1;143;12/05/2006 14:21
1167;389;Prepago;6426;292;1;1;87;08/08/2001 14:21
1170;390;Prepago;8610;427;1;1;68;18/09/2002 16:06
1173;391;Prepago;7897;9;1;1;128;16/06/2004 18:55
1176;392;Prepago;2079;461;1;1;56;27/07/2002 19:54
1179;393;Prepago;7045;490;1;1;149;26/08/2009 13:15
1182;394;Prepago;7595;458;1;1;78;25/07/2009 10:15
1185;395;Prepago;1495;109;1;1;2;12/07/2005 20:21
1188;396;Prepago;3138;312;1;1;90;23/09/2006 10:33
1191;397;Prepago;4108;309;1;1;135;28/12/2003 17:56
1194;398;Prepago;9032;56;1;1;152;07/02/2002 20:36
1197;399;Postpago;8415;329;6;1;67;09/02/2009 20:54
1200;400;Prepago;689;390;1;1;29;09/03/2009 09:01
1203;401;Postpago;451;393;11;1;72;05/10/2003 14:42
1206;402;Postpago;9060;474;13;1;171;11/05/2006 18:10
1209;403;Prepago;266;422;1;1;91;09/06/2008 12:18
1212;404;Prepago;7673;401;1;1;115;11/03/2007 07:39
1215;405;Prepago;9639;147;1;1;65;27/12/2009 21:25
1218;406;Prepago;791;152;1;1;131;31/07/2009 12:57
1221;407;Prepago;5259;185;1;1;79;24/05/2009 16:26
1224;408;Prepago;5325;204;1;1;97;27/03/2003 14:07
1227;409;Postpago;9406;301;4;4;116;05/02/2006 17:10
1230;410;Prepago;7330;273;1;1;128;23/04/2004 18:49
1233;411;Prepago;8018;96;1;1;126;10/08/2005 14:16
1236;412;Prepago;4763;362;1;1;30;27/04/2008 21:40
1239;413;Prepago;8809;468;1;1;151;13/06/2003 07:12
1242;414;Prepago;2649;496;1;1;130;27/11/2003 21:22
1245;415;Prepago;7181;469;1;1;111;23/04/2009 16:05
1248;416;Prepago;2121;298;1;1;55;01/04/2006 07:51
1251;417;Prepago;7307;370;1;1;88;05/02/2001 10:27
1254;418;Prepago;8549;305;1;1;89;05/08/2006 19:52
1257;419;Prepago;6261;244;1;1;2;18/02/2001 18:23
1260;420;Postpago;5247;467;5;1;88;23/05/2004 14:30
1263;421;Prepago;9328;419;1;1;127;11/03/2002 21:23
1266;422;Prepago;767;130;1;1;146;29/12/2003 16:50
1269;423;Prepago;8712;147;1;1;115;15/09/2004 20:05
1272;424;Prepago;4682;276;1;1;88;11/02/2005 11:42
1275;425;Postpago;1968;95;15;1;186;19/05/2007 11:58
1278;426;Prepago;9147;137;1;1;22;14/11/2004 10:44
1281;427;Prepago;5548;349;1;1;65;17/05/2007 14:45
1284;428;Postpago;165;22;2;1;59;04/05/2003 09:05
1287;429;Prepago;8206;267;1;1;2;28/06/2009 07:51
1290;430;Prepago;6907;483;1;1;57;28/05/2008 12:32
1293;431;Prepago;3411;48;1;1;103;04/11/2006 07:17
1296;432;Prepago;6004;345;1;1;178;04/12/2003 09:54
1299;433;Prepago;8873;134;1;1;91;12/05/2005 16:05
1302;434;Postpago;6635;208;2;1;132;27/03/2002 12:23
1305;435;Postpago;8029;63;11;2;136;17/06/2009 20:04
1308;436;Postpago;5634;120;5;1;133;22/06/2008 10:03
1311;437;Prepago;9219;426;1;1;95;19/09/2001 20:20
1314;438;Prepago;909;251;1;1;37;12/03/2005 09:14
1317;439;Prepago;1896;159;1;1;87;03/08/2005 13:17
1320;440;Postpago;319;22;8;2;62;04/02/2006 16:51
1323;441;Prepago;1389;42;1;1;110;28/09/2006 13:43
1326;442;Postpago;9805;49;17;8;83;06/05/2005 12:45
1329;443;Postpago;5084;49;16;7;6;06/05/2005 12:45
1332;444;Postpago;5386;49;16;9;6;06/05/2005 12:45
1335;445;Prepago;4580;287;1;1;92;04/10/2009 13:48
1338;446;Postpago;6007;49;18;2;121;06/05/2005 12:45
1341;447;Postpago;6943;49;16;4;3;06/05/2005 12:45
1344;448;Prepago;9303;366;1;1;1;25/12/2002 18:22
1347;449;Postpago;9622;316;2;1;59;27/04/2004 13:50
